age,bmi,bmi_category,gender,activity_level,diet_type,goal,health_condition,calorie_target,protein_requirement,carbs_limit,fat_limit,recommended_food
28,20.4,normal,male,medium,normal,weight_loss,diabetes,1763,99,124,74,Grilled Chicken Bowl
38,32.0,obese,female,low,high_protein,muscle_gain,normal,2628,127,208,81,Grilled Chicken Bowl
28,25.1,overweight,female,high,normal,muscle_gain,diabetes,2498,138,159,75,Grilled Chicken Bowl
47,26.0,overweight,male,low,high_protein,muscle_gain,normal,2668,118,248,82,Grilled Chicken Bowl
57,20.0,normal,male,high,high_protein,muscle_gain,hypertension,2821,124,202,56,Grilled Chicken Bowl
18,20.6,normal,male,high,veg,muscle_gain,obesity,2421,132,318,62,Tofu Stir Fry #6
58,25.7,overweight,female,low,vegan,weight_loss,hypertension,1559,80,237,54,Tofu Stir Fry #6
32,20.8,normal,male,medium,vegan,weight_loss,normal,1718,67,190,74,Tofu Stir Fry
41,27.0,overweight,male,high,veg,maintain,diabetes,2265,97,177,75,Greek Yogurt Bowl
18,22.2,normal,female,low,veg,maintain,normal,1932,68,265,73,Greek Yogurt Bowl
23,17.1,underweight,female,high,high_protein,muscle_gain,diabetes,2881,124,172,77,Grilled Chicken Bowl
56,21.7,normal,male,medium,veg,weight_loss,obesity,1553,99,314,43,Tofu Stir Fry
31,23.9,normal,female,high,veg,maintain,hypertension,2184,87,315,78,Greek Yogurt Bowl
34,32.1,obese,male,low,high_protein,weight_loss,diabetes,1634,69,138,69,Grilled Chicken Bowl
42,20.7,normal,male,low,high_protein,muscle_gain,normal,2463,116,249,59,Grilled Chicken Bowl
28,32.9,obese,female,medium,high_protein,maintain,hypertension,2136,90,294,72,Grilled Chicken Bowl
31,30.3,obese,male,medium,veg,weight_loss,diabetes,1655,63,179,84,Tofu Stir Fry
46,33.3,obese,female,low,vegan,weight_loss,diabetes,1629,76,146,75,Tofu Stir Fry
40,24.4,normal,female,low,vegan,maintain,obesity,1922,55,246,56,Tofu Stir Fry
24,30.4,obese,male,low,normal,maintain,hypertension,1924,69,220,69,Grilled Chicken Bowl
47,26.4,overweight,female,medium,high_protein,muscle_gain,hypertension,2661,88,300,54,Grilled Chicken Bowl
47,32.3,obese,male,medium,normal,weight_loss,hypertension,1678,79,283,85,Grilled Chicken Bowl
37,21.0,normal,female,medium,vegan,maintain,diabetes,2195,66,169,63,Tofu Stir Fry
50,29.0,overweight,male,medium,high_protein,maintain,diabetes,1936,81,141,67,Grilled Chicken Bowl
53,35.4,obese,female,medium,vegan,muscle_gain,diabetes,2740,121,157,65,Tofu Stir Fry #2
39,32.4,obese,female,low,normal,maintain,obesity,2356,67,296,56,Grilled Chicken Bowl
53,20.4,normal,male,low,normal,weight_loss,diabetes,1854,93,152,61,Grilled Chicken Bowl
39,20.2,normal,female,medium,veg,muscle_gain,hypertension,2703,86,224,51,Tofu Stir Fry #6
37,32.4,obese,female,medium,normal,muscle_gain,obesity,2343,96,290,60,Grilled Chicken Bowl
18,30.7,obese,male,medium,vegan,weight_loss,hypertension,1787,94,205,78,Tofu Stir Fry #6
38,18.6,normal,male,high,high_protein,muscle_gain,normal,2466,110,191,61,Grilled Chicken Bowl
43,30.2,obese,female,medium,veg,maintain,diabetes,2001,73,140,60,Greek Yogurt Bowl
32,22.3,normal,male,low,vegan,maintain,hypertension,2030,93,282,64,Almond Granola - Deluxe
38,29.1,overweight,female,high,vegan,muscle_gain,obesity,2655,129,255,65,Tofu Stir Fry #6
58,21.7,normal,female,medium,high_protein,weight_loss,hypertension,1575,75,259,59,Grilled Chicken Bowl
25,32.4,obese,female,low,normal,maintain,hypertension,2234,73,203,68,Grilled Chicken Bowl
34,29.5,overweight,male,low,high_protein,weight_loss,obesity,1717,89,187,56,Grilled Chicken Bowl
46,22.0,normal,female,medium,veg,maintain,diabetes,2131,96,166,58,Greek Yogurt Bowl
57,22.3,normal,male,medium,vegan,weight_loss,normal,1513,56,189,70,Tofu Stir Fry
50,20.1,normal,female,high,high_protein,maintain,hypertension,2322,70,180,69,Grilled Chicken Bowl
57,34.5,obese,female,low,normal,muscle_gain,normal,2853,109,265,83,Grilled Chicken Bowl
23,27.9,overweight,male,medium,normal,maintain,normal,2324,97,199,58,Grilled Chicken Bowl
19,32.2,obese,male,medium,high_protein,muscle_gain,diabetes,2896,78,138,75,Grilled Chicken Bowl
53,23.0,normal,female,low,normal,weight_loss,normal,1708,70,255,75,Grilled Chicken Bowl
32,33.1,obese,female,medium,normal,muscle_gain,hypertension,2621,126,274,69,Grilled Chicken Bowl
36,35.7,obese,female,high,normal,weight_loss,hypertension,1690,88,254,69,Grilled Chicken Bowl
41,27.5,overweight,female,high,veg,weight_loss,diabetes,1871,90,143,85,Tofu Stir Fry #4
44,19.0,normal,male,low,normal,weight_loss,obesity,1702,84,249,59,Grilled Chicken Bowl
42,22.6,normal,male,high,high_protein,maintain,normal,2280,55,248,50,Grilled Chicken Bowl
34,23.4,normal,female,low,normal,muscle_gain,diabetes,2558,128,179,83,Grilled Chicken Bowl
26,27.6,overweight,female,high,high_protein,muscle_gain,normal,2778,80,225,59,Grilled Chicken Bowl
26,33.8,obese,male,high,veg,maintain,normal,2130,85,291,66,Greek Yogurt Bowl
55,28.8,overweight,male,low,normal,muscle_gain,obesity,2710,111,317,47,Grilled Chicken Bowl
24,27.0,overweight,male,low,normal,maintain,obesity,2381,70,217,57,Grilled Chicken Bowl
33,31.2,obese,female,high,veg,maintain,hypertension,1988,72,184,55,Greek Yogurt Bowl
21,18.6,normal,male,medium,normal,muscle_gain,normal,2835,75,182,82,Grilled Chicken Bowl
54,26.2,overweight,male,medium,high_protein,maintain,normal,2267,70,283,64,Grilled Chicken Bowl
51,19.2,normal,male,low,high_protein,weight_loss,normal,1835,80,188,70,Grilled Chicken Bowl
43,21.6,normal,female,low,high_protein,weight_loss,hypertension,1762,70,200,76,Grilled Chicken Bowl
43,33.8,obese,female,medium,veg,weight_loss,hypertension,1669,66,318,79,Tofu Stir Fry #6
39,24.4,normal,male,medium,vegan,weight_loss,normal,1536,66,219,60,Tofu Stir Fry
32,24.0,normal,male,low,veg,muscle_gain,diabetes,2872,119,177,66,Tofu Stir Fry #2
49,18.1,underweight,male,medium,high_protein,weight_loss,hypertension,1896,67,244,64,Grilled Chicken Bowl
19,24.3,normal,female,medium,veg,maintain,obesity,2291,98,206,46,Tofu Stir Fry
32,20.9,normal,male,medium,vegan,maintain,hypertension,2028,89,274,52,Almond Granola - Deluxe
29,27.0,overweight,male,low,vegan,muscle_gain,obesity,2420,77,286,64,Tofu Stir Fry #6
36,32.6,obese,female,high,vegan,weight_loss,normal,1617,76,264,54,Tofu Stir Fry
38,21.2,normal,male,low,vegan,maintain,hypertension,2278,60,264,57,Almond Granola - Deluxe
32,17.4,underweight,male,low,vegan,weight_loss,obesity,1687,83,310,52,Tofu Stir Fry
30,29.4,overweight,male,low,vegan,muscle_gain,obesity,2722,105,240,56,Tofu Stir Fry #6
36,20.1,normal,male,medium,vegan,maintain,obesity,2309,82,243,60,Tofu Stir Fry
30,19.8,normal,male,medium,veg,muscle_gain,obesity,2830,72,319,46,Tofu Stir Fry #6
53,31.0,obese,female,low,vegan,weight_loss,diabetes,1616,99,123,75,Tofu Stir Fry
24,30.0,obese,female,medium,high_protein,weight_loss,hypertension,1849,96,267,60,Grilled Fish Plate
18,27.6,overweight,male,low,high_protein,muscle_gain,normal,2483,115,200,79,Grilled Chicken Bowl
18,24.3,normal,female,high,veg,muscle_gain,normal,2614,85,277,72,Tofu Stir Fry #2
42,19.0,normal,female,medium,veg,weight_loss,diabetes,1895,67,127,71,Tofu Stir Fry
40,31.3,obese,male,medium,high_protein,maintain,obesity,2064,92,301,45,Grilled Chicken Bowl
51,31.1,obese,female,high,high_protein,muscle_gain,obesity,2680,75,295,42,Grilled Chicken Bowl
21,22.6,normal,male,high,normal,muscle_gain,diabetes,2306,93,123,63,Grilled Chicken Bowl
41,26.8,overweight,female,low,vegan,maintain,diabetes,2004,67,175,65,Tofu Stir Fry
45,33.9,obese,female,high,normal,weight_loss,normal,1817,96,284,68,Grilled Chicken Bowl
37,19.8,normal,female,high,high_protein,weight_loss,normal,1584,88,294,82,Grilled Chicken Bowl
34,30.8,obese,female,high,high_protein,weight_loss,hypertension,1743,99,293,85,Grilled Chicken Bowl
50,20.1,normal,male,high,veg,muscle_gain,normal,2520,78,215,50,Tofu Stir Fry #2
54,22.4,normal,male,low,vegan,muscle_gain,hypertension,2375,115,185,76,Tofu Stir Fry #6
51,35.8,obese,male,high,veg,maintain,obesity,2100,61,284,60,Greek Yogurt Bowl
40,24.4,normal,female,medium,high_protein,maintain,normal,2230,91,205,85,Grilled Chicken Bowl
26,25.3,overweight,male,low,veg,muscle_gain,hypertension,2820,75,318,73,Tofu Stir Fry #6
40,23.3,normal,male,low,vegan,muscle_gain,normal,2588,72,256,52,Tofu Stir Fry #2
35,24.1,normal,female,high,normal,muscle_gain,obesity,2654,102,253,48,Grilled Chicken Bowl
60,25.2,overweight,male,high,vegan,muscle_gain,normal,2899,110,246,51,Tofu Stir Fry #2
40,35.3,obese,female,high,high_protein,weight_loss,diabetes,1735,64,153,84,Grilled Chicken Bowl
53,25.7,overweight,male,medium,normal,muscle_gain,obesity,2331,93,296,54,Grilled Chicken Bowl
39,29.0,overweight,female,high,vegan,weight_loss,obesity,1899,72,253,56,Tofu Stir Fry
37,19.4,normal,female,high,vegan,weight_loss,normal,1740,96,292,68,Tofu Stir Fry
35,32.5,obese,female,medium,vegan,muscle_gain,obesity,2609,117,232,41,Tofu Stir Fry #6
33,27.1,overweight,female,high,veg,muscle_gain,hypertension,2472,90,312,61,Tofu Stir Fry #6
37,25.0,overweight,male,medium,normal,maintain,hypertension,2245,86,248,58,Grilled Chicken Bowl
54,23.5,normal,female,high,normal,maintain,hypertension,2385,66,274,50,Grilled Chicken Bowl
43,17.6,underweight,male,high,high_protein,weight_loss,diabetes,1857,63,133,55,Grilled Chicken Bowl
59,28.0,overweight,female,high,high_protein,muscle_gain,normal,2389,100,208,59,Grilled Chicken Bowl
56,32.3,obese,male,low,normal,weight_loss,diabetes,1882,55,154,77,Grilled Chicken Bowl
39,17.3,underweight,male,high,veg,weight_loss,obesity,1770,84,287,48,Tofu Stir Fry
59,19.1,normal,male,low,vegan,weight_loss,diabetes,1519,95,174,76,Tofu Stir Fry
27,18.3,underweight,female,low,veg,maintain,hypertension,2114,85,265,74,Greek Yogurt Bowl
36,28.2,overweight,female,high,veg,muscle_gain,normal,2547,96,203,64,Tofu Stir Fry #2
57,18.5,normal,female,medium,vegan,maintain,hypertension,2121,80,252,73,Almond Granola - Deluxe
50,20.6,normal,male,medium,normal,maintain,diabetes,2380,95,176,85,Grilled Chicken Bowl
58,26.1,overweight,female,low,veg,weight_loss,normal,1845,56,184,78,Tofu Stir Fry
37,19.5,normal,female,high,high_protein,muscle_gain,normal,2630,99,224,50,Grilled Chicken Bowl
56,25.6,overweight,male,medium,vegan,muscle_gain,normal,2512,118,184,57,Tofu Stir Fry #2
28,35.3,obese,female,high,vegan,weight_loss,obesity,1596,60,295,64,Tofu Stir Fry
44,21.0,normal,male,high,high_protein,maintain,hypertension,2138,66,316,65,Grilled Chicken Bowl
47,19.7,normal,male,high,vegan,maintain,obesity,2221,83,288,45,Tofu Stir Fry
58,34.4,obese,male,medium,normal,weight_loss,hypertension,1893,79,289,85,Grilled Fish Plate
52,33.8,obese,female,high,veg,muscle_gain,normal,2588,134,279,69,Tofu Stir Fry #2
57,34.6,obese,female,high,normal,weight_loss,normal,1705,70,214,75,Grilled Chicken Bowl
55,34.9,obese,female,high,vegan,muscle_gain,hypertension,2495,100,265,67,Tofu Stir Fry #9
36,24.3,normal,male,medium,normal,weight_loss,hypertension,1785,79,222,78,Grilled Chicken Bowl
42,31.0,obese,female,high,vegan,weight_loss,diabetes,1823,61,141,59,Tofu Stir Fry
31,29.5,overweight,female,low,veg,weight_loss,hypertension,1718,93,187,75,Tofu Stir Fry #6
58,25.1,overweight,female,high,normal,muscle_gain,diabetes,2454,107,153,50,Grilled Chicken Bowl
59,20.0,normal,male,medium,vegan,weight_loss,diabetes,1578,63,146,61,Tofu Stir Fry
50,23.4,normal,female,high,normal,maintain,diabetes,2044,80,169,80,Grilled Chicken Bowl
59,23.8,normal,female,medium,veg,maintain,obesity,2067,55,193,45,Greek Yogurt Bowl
44,21.9,normal,female,low,high_protein,maintain,obesity,2281,55,297,61,Grilled Chicken Bowl
40,25.6,overweight,female,medium,high_protein,weight_loss,diabetes,1701,55,172,61,Grilled Chicken Bowl
24,17.8,underweight,female,medium,vegan,muscle_gain,diabetes,2744,86,175,72,Tofu Stir Fry #2
33,17.6,underweight,female,high,vegan,maintain,normal,2013,87,293,70,Tofu Stir Fry
56,34.6,obese,male,low,veg,weight_loss,obesity,1868,76,190,63,Tofu Stir Fry
19,21.2,normal,male,medium,veg,muscle_gain,obesity,2420,72,213,53,Tofu Stir Fry #6
28,22.6,normal,male,high,normal,maintain,normal,1929,80,269,67,Greek Yogurt Bowl
34,31.8,obese,male,medium,veg,maintain,diabetes,2238,86,123,72,Greek Yogurt Bowl
28,36.0,obese,female,low,normal,weight_loss,diabetes,1829,55,175,73,Grilled Chicken Bowl
57,35.5,obese,female,high,normal,weight_loss,obesity,1569,85,303,57,Grilled Chicken Bowl
33,28.7,overweight,male,medium,high_protein,maintain,normal,1934,98,258,75,Grilled Chicken Bowl
60,35.5,obese,female,low,high_protein,weight_loss,diabetes,1684,95,173,51,Grilled Chicken Bowl
52,23.5,normal,male,low,high_protein,muscle_gain,normal,2375,114,302,65,Grilled Chicken Bowl
37,32.8,obese,female,low,high_protein,muscle_gain,normal,2888,104,242,76,Grilled Chicken Bowl
41,26.5,overweight,male,high,high_protein,muscle_gain,normal,2499,83,215,58,Grilled Chicken Bowl
43,21.0,normal,female,low,normal,muscle_gain,hypertension,2492,92,197,68,Grilled Chicken Bowl
18,22.9,normal,male,high,high_protein,weight_loss,diabetes,1763,70,168,52,Grilled Chicken Bowl
40,21.6,normal,female,high,veg,maintain,hypertension,2170,56,267,59,Greek Yogurt Bowl
50,31.5,obese,female,low,vegan,muscle_gain,normal,2733,78,184,71,Tofu Stir Fry #2
38,20.5,normal,male,high,high_protein,maintain,diabetes,2315,72,142,83,Grilled Chicken Bowl
51,19.4,normal,male,low,vegan,muscle_gain,normal,2332,116,195,81,Tofu Stir Fry #2
49,24.4,normal,male,low,high_protein,maintain,hypertension,1930,100,230,68,Grilled Chicken Bowl
42,19.1,normal,female,medium,vegan,maintain,diabetes,2037,74,132,64,Tofu Stir Fry
41,23.7,normal,male,high,vegan,maintain,normal,2349,86,180,74,Tofu Stir Fry
19,35.9,obese,female,low,normal,weight_loss,normal,1606,55,260,69,Grilled Chicken Bowl
29,30.3,obese,female,high,veg,maintain,hypertension,2187,99,306,52,Greek Yogurt Bowl
38,33.2,obese,female,high,vegan,maintain,diabetes,2116,66,130,66,Tofu Stir Fry
19,24.0,normal,male,low,veg,weight_loss,normal,1836,93,257,67,Tofu Stir Fry
34,19.3,normal,female,low,high_protein,weight_loss,obesity,1576,64,183,44,Grilled Chicken Bowl
25,23.2,normal,male,high,high_protein,weight_loss,hypertension,1607,60,272,85,Grilled Chicken Bowl
35,35.2,obese,male,high,normal,muscle_gain,hypertension,2381,78,252,52,Grilled Chicken Bowl
53,28.6,overweight,male,medium,vegan,maintain,obesity,1968,96,272,51,Tofu Stir Fry
49,29.7,overweight,female,low,veg,maintain,diabetes,1963,88,136,55,Tofu Stir Fry
55,25.1,overweight,male,medium,normal,muscle_gain,diabetes,2799,116,167,68,Grilled Chicken Bowl
45,25.2,overweight,male,low,high_protein,muscle_gain,normal,2586,75,274,58,Grilled Chicken Bowl
29,35.5,obese,female,medium,normal,weight_loss,hypertension,1793,91,224,71,Grilled Chicken Bowl
40,26.7,overweight,female,low,vegan,maintain,obesity,2017,64,297,44,Almond Granola - Deluxe
57,28.4,overweight,female,low,veg,maintain,normal,2074,83,320,73,Greek Yogurt Bowl
22,31.3,obese,male,low,high_protein,weight_loss,normal,1735,75,184,71,Grilled Chicken Bowl
56,22.3,normal,male,medium,veg,muscle_gain,hypertension,2721,92,293,60,Tofu Stir Fry #6
21,19.5,normal,male,low,veg,weight_loss,diabetes,1504,70,147,67,Tofu Stir Fry
57,34.1,obese,male,medium,high_protein,muscle_gain,obesity,2647,108,202,59,Grilled Chicken Bowl
46,31.8,obese,male,medium,vegan,muscle_gain,diabetes,2496,137,142,73,Tofu Stir Fry #2
22,20.7,normal,female,medium,veg,weight_loss,normal,1790,81,294,70,Tofu Stir Fry
34,35.9,obese,female,medium,vegan,maintain,diabetes,2015,65,128,55,Tofu Stir Fry
27,24.7,normal,male,high,veg,weight_loss,normal,1725,71,255,75,Tofu Stir Fry
23,30.2,obese,female,high,high_protein,maintain,diabetes,1917,69,127,72,Greek Yogurt Bowl
55,31.4,obese,male,medium,normal,muscle_gain,diabetes,2453,121,172,59,Grilled Chicken Bowl
28,20.8,normal,male,high,normal,maintain,normal,2068,96,314,81,Grilled Chicken Bowl
43,30.7,obese,male,medium,normal,weight_loss,diabetes,1854,58,133,51,Grilled Chicken Bowl
31,24.0,normal,female,medium,vegan,maintain,obesity,2182,58,311,62,Tofu Stir Fry
31,19.9,normal,female,high,vegan,muscle_gain,obesity,2389,125,313,57,Tofu Stir Fry #6
31,28.3,overweight,female,medium,normal,weight_loss,hypertension,1523,70,223,67,Grilled Chicken Bowl
21,17.6,underweight,female,low,vegan,maintain,hypertension,2321,86,229,69,Almond Granola - Deluxe
36,18.8,normal,female,medium,veg,weight_loss,diabetes,1867,69,152,54,Tofu Stir Fry
53,18.4,underweight,male,high,veg,muscle_gain,normal,2740,93,300,58,Tofu Stir Fry #2
58,33.2,obese,male,medium,veg,maintain,normal,2298,87,279,58,Greek Yogurt Bowl
46,31.9,obese,female,high,normal,weight_loss,obesity,1866,71,218,41,Grilled Chicken Bowl
22,24.0,normal,male,high,normal,weight_loss,diabetes,1815,69,152,65,Grilled Chicken Bowl
31,25.2,overweight,male,low,high_protein,muscle_gain,diabetes,2727,107,132,60,Grilled Chicken Bowl
51,19.0,normal,male,high,normal,muscle_gain,diabetes,2406,85,134,69,Grilled Chicken Bowl
18,35.6,obese,female,low,vegan,weight_loss,normal,1869,83,239,84,Tofu Stir Fry
54,18.6,normal,male,low,veg,weight_loss,normal,1858,56,240,59,Tofu Stir Fry
36,24.1,normal,female,low,normal,muscle_gain,obesity,2504,76,240,44,Shrimp Fried Rice (Low Salt)
29,35.5,obese,male,high,vegan,weight_loss,normal,1745,83,216,61,Tofu Stir Fry
32,20.3,normal,male,medium,high_protein,maintain,normal,2313,66,313,56,Grilled Chicken Bowl
18,21.6,normal,female,medium,high_protein,muscle_gain,diabetes,2510,129,137,50,Grilled Chicken Bowl
54,29.9,overweight,male,high,high_protein,muscle_gain,diabetes,2741,127,121,74,Grilled Chicken Bowl
57,29.8,overweight,female,medium,high_protein,muscle_gain,hypertension,2799,118,246,69,Grilled Chicken Bowl
57,19.9,normal,female,low,vegan,muscle_gain,obesity,2788,101,188,46,Tofu Stir Fry #6
39,19.7,normal,male,high,veg,weight_loss,obesity,1721,93,291,50,Tofu Stir Fry
40,31.3,obese,female,medium,veg,maintain,obesity,2131,92,196,48,Greek Yogurt Bowl
23,18.5,normal,male,medium,vegan,muscle_gain,obesity,2453,72,316,58,Tofu Stir Fry #6
28,33.6,obese,male,high,vegan,muscle_gain,hypertension,2880,119,260,63,Tofu Stir Fry #6
39,23.0,normal,female,low,vegan,weight_loss,obesity,1628,68,220,50,Tofu Stir Fry
45,28.6,overweight,male,high,high_protein,weight_loss,normal,1701,76,210,84,Grilled Chicken Bowl
46,27.7,overweight,female,medium,vegan,maintain,diabetes,2111,89,175,85,Tofu Stir Fry
25,23.4,normal,male,medium,normal,muscle_gain,diabetes,2855,136,125,56,Grilled Chicken Bowl
60,23.0,normal,female,high,normal,weight_loss,normal,1677,70,229,85,Grilled Chicken Bowl
55,22.7,normal,male,low,high_protein,maintain,obesity,2247,74,261,61,Greek Yogurt Bowl
42,24.3,normal,male,high,high_protein,weight_loss,obesity,1520,81,303,43,Grilled Chicken Bowl
32,20.8,normal,female,low,normal,weight_loss,normal,1515,60,260,71,Grilled Chicken Bowl
49,25.2,overweight,female,high,high_protein,muscle_gain,normal,2492,89,260,55,Grilled Chicken Bowl
20,17.8,underweight,female,medium,high_protein,muscle_gain,obesity,2765,115,275,50,Grilled Chicken Bowl
33,21.5,normal,male,medium,veg,muscle_gain,normal,2649,94,184,79,Tofu Stir Fry #2
22,27.0,overweight,male,low,vegan,weight_loss,hypertension,1895,86,254,68,Tofu Stir Fry #6
31,22.1,normal,male,low,high_protein,weight_loss,hypertension,1675,100,280,63,Grilled Chicken Bowl
53,30.4,obese,female,low,veg,maintain,hypertension,1929,84,190,64,Greek Yogurt Bowl
46,20.3,normal,female,medium,vegan,muscle_gain,hypertension,2541,72,275,82,Tofu Stir Fry #6
47,30.1,obese,male,high,veg,muscle_gain,obesity,2893,93,216,54,Tofu Stir Fry #6
51,21.4,normal,male,low,high_protein,muscle_gain,diabetes,2618,96,139,59,Grilled Chicken Bowl
32,26.5,overweight,female,low,high_protein,weight_loss,hypertension,1828,69,312,53,Grilled Fish Plate
50,18.4,underweight,male,medium,veg,weight_loss,obesity,1732,63,288,48,Tofu Stir Fry
26,22.5,normal,female,high,veg,weight_loss,hypertension,1748,62,313,72,Tofu Stir Fry #6
27,34.3,obese,female,high,veg,muscle_gain,normal,2883,90,236,55,Tofu Stir Fry #2
40,19.0,normal,male,medium,vegan,weight_loss,diabetes,1508,80,121,51,Tofu Stir Fry
